830176349	20190305	201903	2019	2019.1781	CMRGOV	CAMEROON	CMR					GOV			CMR	CAMEROON	CMR								1	111	111	11	3	-2.0	4	1	4	-6.98924731182796	4	Cameroun, Littoral, Cameroon	CM	CM05	18585	3.92028	9.55694	-3147549	4	Cameroun, Littoral, Cameroon	CM	CM05	18585	3.92028	9.55694	-3147549	4	Cameroun, Littoral, Cameroon	CM	CM05	18585	3.92028	9.55694	-3147549	20190312143000	https://www.africa-newsroom.com/press/top-us-diplomat-suggests-taking-cameroon-to-global-forum
830176350	20190305	201903	2019	2019.1781	CMRGOV	CAMEROON	CMR					GOV			CMR	CAMEROON	CMR								1	112	112	11	3	-2.0	4	1	4	-6.98924731182796	4	Cameroun, Littoral, Cameroon	CM	CM05	18585	3.92028	9.55694	-3147549	4	Cameroun, Littoral, Cameroon	CM	CM05	18585	3.92028	9.55694	-3147549	4	Cameroun, Littoral, Cameroon	CM	CM05	18585	3.92028	9.55694	-3147549	20190312143000	https://www.africa-newsroom.com/press/top-us-diplomat-suggests-taking-cameroon-to-global-forum
830176351	20190305	201903	2019	2019.1781	COP	POLICE						COP													1	190	190	19	4	-10.0	6	1	6	-2.321083172147	4	Stoke-On-Trent, Stoke-on-Trent, United Kingdom	UK	UKN4	40131	53	-2.18333	-2608811	0								4	Stoke-On-Trent, Stoke-on-Trent, United Kingdom	UK	UKN4	40131	53	-2.18333	-2608811	20190312143000	https://www.newsletter.co.uk/news/crime/marimon-herrera-murders-newry-killer-loved-the-lord-says-friend-1-8845052
830176352	20190305	201903	2019	2019.1781	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	190	190	19	4	-10.0	4	1	4	-2.321083172147	4	Newry, Newry and Mourne, United Kingdom	UK	UKS9	40162	54.1833	-6.33333	-2604058	4	Newry, Newry and Mourne, United Kingdom	UK	UKS9	40162	54.1833	-6.33333	-2604058	4	Newry, Newry and Mourne, United Kingdom	UK	UKS9	40162	54.1833	-6.33333	-2604058	20190312143000	https://www.newsletter.co.uk/news/crime/marimon-herrera-murders-newry-killer-loved-the-lord-says-friend-1-8845052
830176353	20190305	201903	2019	2019.1781	GOV	PRESIDENT						GOV													1	010	010	01	1	0.0	1	1	1	2.41286863270777	4	Kurukshetra, Haryana, India	IN	IN10	17831	30	76.75	-2102097	0								4	Kurukshetra, Haryana, India	IN	IN10	17831	30	76.75	-2102097	20190312143000	https://timesofindia.indiatimes.com/india/lok-sabha-2019-lsp-bsp-all-set-with-seat-sharing-formula/articleshow/68376438.cms
830176354	20190305	201903	2019	2019.1781	GOV	PRESIDENT						GOV													1	010	010	01	1	0.0	4	1	4	2.41286863270777	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	0								4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	20190312143000	https://timesofindia.indiatimes.com/india/lok-sabha-2019-lsp-bsp-all-set-with-seat-sharing-formula/articleshow/68376438.cms
830176355	20190305	201903	2019	2019.1781	IGOWSTNATMIL	NATO	WST	NAT				IGO	MIL		TUR	TURKEY	TUR								1	100	100	10	3	-5.0	2	1	2	-2.02312138728324	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20190312143000	https://ahvalnews.com/turkey-us/turkey-may-never-get-its-us-made-f-35s-analyst
830176356	20190305	201903	2019	2019.1781	IGOWSTNATMIL	NATO	WST	NAT				IGO	MIL		TUR	TURKEY	TUR								1	100	100	10	3	-5.0	6	1	6	-2.02312138728324	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20190312143000	https://ahvalnews.com/turkey-us/turkey-may-never-get-its-us-made-f-35s-analyst
830176357	20190305	201903	2019	2019.1781	IGOWSTNATMIL	NATO	WST	NAT				IGO	MIL		TUR	TURKEY	TUR								1	100	100	10	3	-5.0	2	1	2	-2.02312138728324	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20190312143000	https://ahvalnews.com/turkey-us/turkey-may-never-get-its-us-made-f-35s-analyst
830176358	20190305	201903	2019	2019.1781	NAM	NAMIBIA	NAM																		1	040	040	04	1	1.0	4	1	4	4.4776119402985	4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	0								4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	20190312143000	https://allafrica.com/stories/201903120669.html
