849659287	20180603	201806	2018	2018.4192											AFG	AFGHANISTAN	AFG								0	190	190	19	4	-10.0	2	1	2	-9.58904109589042	0								4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	20190603090000	https://www.thenews.com.pk/print/480075-student-bus-targeted-amid-deadly-wave-of-kabul-bombings
849659288	20180603	201806	2018	2018.4192											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	10	1	10	2.47592847317744	0								1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20190603090000	http://www.visayandailystar.com/2019/June/03/perspective.htm
849659289	20180603	201806	2018	2018.4192											JUD	SUPREME COURT						JUD			0	040	040	04	1	1.0	10	1	10	2.47592847317744	0								3	Stonewall Inn, New York, United States	US	USNY		40.7339	-74.0028	2082946	3	Stonewall Inn, New York, United States	US	USNY		40.7339	-74.0028	2082946	20190603090000	http://www.visayandailystar.com/2019/June/03/perspective.htm
849659290	20180603	201806	2018	2018.4192	AUS	AUSTRALIA	AUS								SGP	SINGAPORE	SGP								1	043	043	04	1	2.8	6	1	6	2.14067278287461	4	Mornington, Victoria, Australia	AS	AS07	5405	-38.2167	145.033	-1588943	1	Singapore	SN	SN		1.366667	103.8	SN	4	Mornington, Victoria, Australia	AS	AS07	5405	-38.2167	145.033	-1588943	20190603090000	http://baysidenews.com.au/2019/06/03/jim-conlan-takes-reins-of-singapore-star/
849659291	20180603	201806	2018	2018.4192	AUS	AUSTRALIA	AUS								SGP	SINGAPORE	SGP								1	043	043	04	1	2.8	2	1	2	2.14067278287461	4	Mornington, Victoria, Australia	AS	AS07	5405	-38.2167	145.033	-1588943	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20190603090000	http://baysidenews.com.au/2019/06/03/jim-conlan-takes-reins-of-singapore-star/
849659292	20180603	201806	2018	2018.4192	AUS	AUSTRALIA	AUS								SGP	SINGAPORE	SGP								1	043	043	04	1	2.8	2	1	2	2.14067278287461	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20190603090000	http://baysidenews.com.au/2019/06/03/jim-conlan-takes-reins-of-singapore-star/
849659293	20180603	201806	2018	2018.4192	BUS	CORPORATION						BUS			MYS	PUTRAJAYA	MYS								1	115	115	11	3	-2.0	10	1	10	0.53859964093358	5	Negeri Sembilan, Negeri Sembilan, Malaysia	MY	MY05	18585	2.75	102.167	-2405161	5	Negeri Sembilan, Negeri Sembilan, Malaysia	MY	MY05	18585	2.75	102.167	-2405161	5	Negeri Sembilan, Negeri Sembilan, Malaysia	MY	MY05	18585	2.75	102.167	-2405161	20190603090000	https://www.malaysiakini.com/news/478461
849659294	20180603	201806	2018	2018.4192	EDU	STUDENT						EDU			USA	PENNSYLVANIA	USA								1	042	042	04	1	1.9	3	1	3	-1.2646793134598	3	Lebanon County, Pennsylvania, United States	US	USPA	PA075	40.5004	-76.625	1214034	3	Lebanon County, Pennsylvania, United States	US	USPA		40.5004	-76.625	1214034	3	Lebanon County, Pennsylvania, United States	US	USPA		40.5004	-76.625	1214034	20190603090000	https://www.sharonherald.com/news/unvaccinated-numbers-down-in-pa/article_1782db06-85aa-11e9-8df2-df7652ec99eb.html
849659295	20180603	201806	2018	2018.4192	FRA	FRANCE	FRA								MNCKOR	SAMSUNG	KOR					MNC			0	111	111	11	3	-2.0	4	1	4	-4.03877221324717	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20190603090000	https://www.msn.com/en-gb/news/techandscience/huawei-strips-back-production-of-phones-amid-us-crackdown-report-says/ar-AACjgB4
849659296	20180603	201806	2018	2018.4192	GOV	SECRETARY OF STATE						GOV			USA	THE US	USA								1	046	046	04	1	7.0	2	1	2	-2.15439856373429	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20190603090000	https://www.belfasttelegraph.co.uk/news/world-news/top-north-korean-official-reappears-days-after-purge-report-38173697.html
