849662047	20190504	201905	2019	2019.3397	GBRGOVHRI	THERESA MAY	GBR					GOV	HRI		GBRGOVHRI	THERESA MAY	GBR					GOV	HRI		0	0831	083	08	2	5.0	4	1	4	-0.43196544276458	4	Chatham, Medway, United Kingdom	UK	UKI3	40117	51.3833	0.516667	-2592300	4	Chatham, Medway, United Kingdom	UK	UKI3	40117	51.3833	0.516667	-2592300	4	Chatham, Medway, United Kingdom	UK	UKI3	40117	51.3833	0.516667	-2592300	20190603091500	https://sg.finance.yahoo.com/news/special-relationship-us-uk-ties-084139586.html
849662048	20190504	201905	2019	2019.3397	GBRGOVMED	JEREMY HUNT	GBR					GOV	MED		GBR	LONDON	GBR								0	111	111	11	3	-2.0	1	1	1	-0.43196544276458	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20190603091500	https://sg.finance.yahoo.com/news/special-relationship-us-uk-ties-084139586.html
849662049	20190504	201905	2019	2019.3397	GBRGOVMED	JEREMY HUNT	GBR					GOV	MED		USA	WASHINGTON	USA								0	111	111	11	3	-2.0	1	1	1	-0.43196544276458	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20190603091500	https://sg.finance.yahoo.com/news/special-relationship-us-uk-ties-084139586.html
849662050	20190504	201905	2019	2019.3397	GOVMIL	DEPARTMENT OF DEFENSE						GOV	MIL		MIL	AIR FORCE						MIL			0	115	115	11	3	-2.0	1	1	1	-2.60960334029228	3	Pikes Peak, Colorado, United States	US	USCO	CO041	38.8405	-105.044	204770	3	Peterson Air Force Base, Colorado, United States	US	USCO		38.8236	-104.695	2511974	3	Pikes Peak, Colorado, United States	US	USCO		38.8405	-105.044	204770	20190603091500	http://nmpoliticalreport.com/2019/06/03/see-where-pfas-pollution-has-been-confirmed-in-the-american-west/
849662051	20190504	201905	2019	2019.3397	GOVMIL	DEPARTMENT OF DEFENSE						GOV	MIL		MIL	AIR FORCE						MIL			0	115	115	11	3	-2.0	1	1	1	-2.60960334029228	3	Peterson Air Force Base, Colorado, United States	US	USCO	CO041	38.8236	-104.695	2511974	3	Peterson Air Force Base, Colorado, United States	US	USCO		38.8236	-104.695	2511974	3	Pikes Peak, Colorado, United States	US	USCO		38.8405	-105.044	204770	20190603091500	http://nmpoliticalreport.com/2019/06/03/see-where-pfas-pollution-has-been-confirmed-in-the-american-west/
849662052	20190504	201905	2019	2019.3397	GOVMIL	DEPARTMENT OF DEFENSE						GOV	MIL		USA	UNITED STATES	USA								0	115	115	11	3	-2.0	2	1	2	-2.60960334029228	3	Peterson Air Force Base, Colorado, United States	US	USCO	CO041	38.8236	-104.695	2511974	3	Peterson Air Force Base, Colorado, United States	US	USCO		38.8236	-104.695	2511974	3	Pikes Peak, Colorado, United States	US	USCO		38.8405	-105.044	204770	20190603091500	http://nmpoliticalreport.com/2019/06/03/see-where-pfas-pollution-has-been-confirmed-in-the-american-west/
849662053	20190504	201905	2019	2019.3397	USA	COLORADO	USA								GOVMIL	DEPARTMENT OF DEFENSE						GOV	MIL		0	115	115	11	3	-2.0	1	1	1	-2.60960334029228	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	3	Peterson Air Force Base, Colorado, United States	US	USCO		38.8236	-104.695	2511974	3	Pikes Peak, Colorado, United States	US	USCO		38.8405	-105.044	204770	20190603091500	http://nmpoliticalreport.com/2019/06/03/see-where-pfas-pollution-has-been-confirmed-in-the-american-west/
849662054	20190504	201905	2019	2019.3397	USACVL	UNITED STATES	USA					CVL			GOVMIL	DEPARTMENT OF DEFENSE						GOV	MIL		0	115	115	11	3	-2.0	3	1	3	-2.60960334029228	3	Pikes Peak, Colorado, United States	US	USCO	CO041	38.8405	-105.044	204770	3	Peterson Air Force Base, Colorado, United States	US	USCO		38.8236	-104.695	2511974	3	Pikes Peak, Colorado, United States	US	USCO		38.8405	-105.044	204770	20190603091500	http://nmpoliticalreport.com/2019/06/03/see-where-pfas-pollution-has-been-confirmed-in-the-american-west/
849662055	20190504	201905	2019	2019.3397	USACVL	UNITED STATES	USA					CVL			GOVMIL	DEPARTMENT OF DEFENSE						GOV	MIL		0	115	115	11	3	-2.0	1	1	1	-2.60960334029228	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	3	Pikes Peak, Colorado, United States	US	USCO		38.8405	-105.044	204770	3	Pikes Peak, Colorado, United States	US	USCO		38.8405	-105.044	204770	20190603091500	http://nmpoliticalreport.com/2019/06/03/see-where-pfas-pollution-has-been-confirmed-in-the-american-west/
849662056	20190527	201905	2019	2019.4027											BUS	INDUSTRY						BUS			0	014	014	01	1	0.0	20	2	20	-6.56722269746222	0								1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20190603091500	https://www.mix96.co.uk/news/world/2885696/crisis-hit-boeing-warns-airlines-on-737-wing-part/
849662057	20190527	201905	2019	2019.4027	BWA	BOTSWANA	BWA																		1	020	020	02	1	3.0	2	1	2	-0.77881619937695	4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	0								4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	20190603091500	http://www.weekendpost.co.bw/wp-news-details.php?nid=6441
849662058	20190527	201905	2019	2019.4027	BWA	BOTSWANA	BWA																		1	110	110	11	3	-2.0	2	1	2	-0.77881619937695	4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	0								4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	20190603091500	http://www.weekendpost.co.bw/wp-news-details.php?nid=6441
849662059	20190527	201905	2019	2019.4027	BWAGOV	IAN KHAMA	BWA					GOV													1	020	020	02	1	3.0	6	1	6	-0.77881619937695	4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	0								4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	20190603091500	http://www.weekendpost.co.bw/wp-news-details.php?nid=6441
849662060	20190527	201905	2019	2019.4027	BWAGOV	IAN KHAMA	BWA					GOV													1	110	110	11	3	-2.0	6	1	6	-0.77881619937695	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20190603091500	http://www.weekendpost.co.bw/wp-news-details.php?nid=6441
849662061	20190527	201905	2019	2019.4027	BWAGOV	IAN KHAMA	BWA					GOV			BWA	BOTSWANA	BWA								1	020	020	02	1	3.0	2	1	2	-0.77881619937695	4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	20190603091500	http://www.weekendpost.co.bw/wp-news-details.php?nid=6441
849662062	20190527	201905	2019	2019.4027	BWAGOV	IAN KHAMA	BWA					GOV			BWA	BOTSWANA	BWA								1	110	110	11	3	-2.0	2	1	2	-0.77881619937695	4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	4	Serowe, Central, Botswana	BC	BC01	6322	-22.3833	26.7167	-1398073	20190603091500	http://www.weekendpost.co.bw/wp-news-details.php?nid=6441
849662063	20190527	201905	2019	2019.4027	GOV	PRESIDENT						GOV			JPNMIL	JAPAN	JPN					MIL			0	036	036	03	1	4.0	6	1	6	-4.48430493273542	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20190603091500	https://www.bendbulletin.com/home/7204782-151/around-the-world
849662064	20190527	201905	2019	2019.4027	GOV	GOVERNMENT						GOV			MDV	MALE	MDV								1	010	010	01	1	0.0	2	1	2	-0.63291139240506	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20190603091500	https://in.news.yahoo.com/tamil-nadu-dress-code-state-041201991.html
849662065	20190527	201905	2019	2019.4027	IND	TAMIL NADU	IND								MDV	MALE	MDV								1	010	010	01	1	0.0	2	1	2	-0.63291139240506	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20190603091500	https://in.news.yahoo.com/tamil-nadu-dress-code-state-041201991.html
849662066	20190527	201905	2019	2019.4027	INDGOV	TAMIL NADU	IND					GOV			IND	TAMIL NADU	IND								1	010	010	01	1	0.0	1	1	1	-0.63291139240506	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20190603091500	https://in.news.yahoo.com/tamil-nadu-dress-code-state-041201991.html
849662067	20190527	201905	2019	2019.4027	JPNMIL	JAPAN	JPN					MIL			GOV	PRESIDENT						GOV			0	036	036	03	1	4.0	6	1	6	-4.48430493273542	1	Japan	JA	JA		36	138	JA	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	20190603091500	https://www.bendbulletin.com/home/7204782-151/around-the-world
849662068	20190527	201905	2019	2019.4027	JPNMIL	JAPAN	JPN					MIL			USA	UNITED STATES	USA								0	036	036	03	1	4.0	4	1	4	-4.48430493273542	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	20190603091500	https://www.bendbulletin.com/home/7204782-151/around-the-world
849662069	20190527	201905	2019	2019.4027	JPNMIL	JAPAN	JPN					MIL			USA	UNITED STATES	USA								0	036	036	03	1	4.0	8	1	8	-4.48430493273542	1	Japan	JA	JA		36	138	JA	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	20190603091500	https://www.bendbulletin.com/home/7204782-151/around-the-world
849662070	20190527	201905	2019	2019.4027	JPNMIL	JAPAN	JPN					MIL			USAGOV	THE WHITE HOUSE	USA					GOV			0	036	036	03	1	4.0	2	1	2	-4.48430493273542	1	Japan	JA	JA		36	138	JA	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	20190603091500	https://www.bendbulletin.com/home/7204782-151/around-the-world
849662071	20190527	201905	2019	2019.4027	MED	NEWS OUTLET						MED													1	015	015	01	1	0.0	6	1	6	-10.2739726027398	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20190603091500	https://www.sfgate.com/news/crime/article/Man-admits-to-killing-Delaware-man-trying-to-end-13918151.php
849662072	20190527	201905	2019	2019.4027	MED	NEWS OUTLET						MED													1	190	190	19	4	-10.0	6	1	6	-10.2739726027398	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20190603091500	https://www.sfgate.com/news/crime/article/Man-admits-to-killing-Delaware-man-trying-to-end-13918151.php
849662073	20190527	201905	2019	2019.4027	MED	NEWS OUTLET						MED			USA	UNITED STATES	USA								1	015	015	01	1	0.0	4	1	4	-10.2739726027398	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20190603091500	https://www.sfgate.com/news/crime/article/Man-admits-to-killing-Delaware-man-trying-to-end-13918151.php
849662074	20190527	201905	2019	2019.4027	MED	NEWS OUTLET						MED			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	-10.2739726027398	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20190603091500	https://www.sfgate.com/news/crime/article/Man-admits-to-killing-Delaware-man-trying-to-end-13918151.php
849662075	20190527	201905	2019	2019.4027	USA	UNITED STATES	USA								JPNMIL	JAPAN	JPN					MIL			0	036	036	03	1	4.0	4	1	4	-4.48430493273542	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	20190603091500	https://www.bendbulletin.com/home/7204782-151/around-the-world
849662076	20190527	201905	2019	2019.4027	USA	UNITED STATES	USA								JPNMIL	JAPAN	JPN					MIL			0	036	036	03	1	4.0	8	1	8	-4.48430493273542	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20190603091500	https://www.bendbulletin.com/home/7204782-151/around-the-world
849662077	20190527	201905	2019	2019.4027	USAGOV	THE WHITE HOUSE	USA					GOV			JPNMIL	JAPAN	JPN					MIL			0	036	036	03	1	4.0	2	1	2	-4.48430493273542	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20190603091500	https://www.bendbulletin.com/home/7204782-151/around-the-world
849662078	20190602	201906	2019	2019.4164	GBR	SCOTLAND	GBR																		0	053	053	05	1	3.8	5	1	5	1.2987012987013	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20190603091500	https://www.thenational.scot/news/17679563.tory-leadership-sajid-javid-hopeful-open-to-brexit-delay/
849662079	20190602	201906	2019	2019.4164	IRL	IRELAND	IRL																		1	193	193	19	4	-10.0	8	1	8	-8.24742268041237	4	Howth, County Fingal, Ireland	EI	EI35	18288	53.3878	-6.06528	-1503408	0								4	Howth, County Fingal, Ireland	EI	EI35	18288	53.3878	-6.06528	-1503408	20190603091500	https://www.rte.ie/news/dublin/2019/0603/1053186-dublin-rta/
849662080	20190602	201906	2019	2019.4164	LEG	CONGRESS						LEG													1	020	020	02	1	3.0	1	1	1	0.953895071542139	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20190603091500	https://leadership.ng/2019/06/02/edo-apc-stakeholders-join-call-for-oshiomholes-resignation/
849662081	20190602	201906	2019	2019.4164	LEG	CONGRESS						LEG													1	020	020	02	1	3.0	7	1	7	0.953895071542139	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	0								5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20190603091500	https://leadership.ng/2019/06/02/edo-apc-stakeholders-join-call-for-oshiomholes-resignation/
849662082	20190602	201906	2019	2019.4164	LEG	CONGRESS						LEG			BEN	BENIN	BEN								1	020	020	02	1	3.0	1	1	1	0.953895071542139	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20190603091500	https://leadership.ng/2019/06/02/edo-apc-stakeholders-join-call-for-oshiomholes-resignation/
849662083	20190602	201906	2019	2019.4164	LEG	CONGRESS						LEG			BEN	BENIN	BEN								1	020	020	02	1	3.0	1	1	1	0.953895071542139	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20190603091500	https://leadership.ng/2019/06/02/edo-apc-stakeholders-join-call-for-oshiomholes-resignation/
849662084	20190602	201906	2019	2019.4164	LEG	CONGRESS						LEG			BEN	BENIN	BEN								1	160	160	16	4	-4.0	1	1	1	0.953895071542139	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	20190603091500	https://leadership.ng/2019/06/02/edo-apc-stakeholders-join-call-for-oshiomholes-resignation/
849662085	20190603	201906	2019	2019.4192											AFR	AFRICA	AFR								1	014	014	01	1	0.0	5	1	5	2.48815165876777	0								4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20190603091500	https://www.monitor.co.ug/OpEd/Commentary/Tech-advancement-benefits-those-who-prepared-for-it/689364-5142356-wd3atfz/
849662086	20190603	201906	2019	2019.4192											AFR	AFRICA	AFR								1	042	042	04	1	1.9	5	1	5	2.48815165876777	0								4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20190603091500	https://www.monitor.co.ug/OpEd/Commentary/Tech-advancement-benefits-those-who-prepared-for-it/689364-5142356-wd3atfz/
849662087	20190603	201906	2019	2019.4192											AFR	AFRICA	AFR								1	043	043	04	1	2.8	10	1	10	-4.30308699719363	0								4	Sumatra, Indonesia (general), Indonesia	ID	ID00	18585	0	102	-2698115	4	Sumatra, Indonesia (general), Indonesia	ID	ID00	18585	0	102	-2698115	20190603091500	https://www.timesofmalta.com/articles/view/20190603/life-features/scientists-race-to-save-the-sumatran-rhino-as-last-male-in-malaysia.711795
849662088	20190603	201906	2019	2019.4192											AGR	FARMER						AGR			1	051	051	05	1	3.4	10	1	10	-5.16304347826087	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20190603091500	https://www.chathamhouse.org/expert/comment/better-devil-you-know-importance-measuring-climate-risk
849662089	20190603	201906	2019	2019.4192											ARE	DUBAI	ARE								1	061	061	06	2	6.4	7	1	7	2.13414634146342	0								3	Fort Myers, Florida, United States	US	USFL		26.6406	-81.8723	282700	3	Fort Myers, Florida, United States	US	USFL		26.6406	-81.8723	282700	20190603091500	https://www.news9.com/story/40520858/wealth-preservation-expert-mike-hainsworth-of-fort-myers-to-launch-new-website-in-may
849662090	20190603	201906	2019	2019.4192											ARM	ARMENIA	ARM								1	040	040	04	1	1.0	4	1	4	-6.87022900763359	0								1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20190603091500	https://www.cemnet.com/News/story/166693/armenia-places-import-duty-on-iranian-cement.html
849662091	20190603	201906	2019	2019.4192											ARMLEG	ARMENIAN	ARM					LEG			1	040	040	04	1	1.0	6	1	6	-6.87022900763359	0								1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20190603091500	https://www.cemnet.com/News/story/166693/armenia-places-import-duty-on-iranian-cement.html
849662092	20190603	201906	2019	2019.4192											BGD	BANGLADESH	BGD								1	042	042	04	1	1.9	10	1	10	-2.69461077844312	0								4	Tongi, Dhaka, Bangladesh	BG	BG81	5780	23.89	90.4058	-2737989	4	Tongi, Dhaka, Bangladesh	BG	BG81	5780	23.89	90.4058	-2737989	20190603091500	http://www.dhakatribune.com/bangladesh/nation/2019/06/03/waterlogged-dhaka-mymensingh-highway-interrupts-traffic-movement
849662093	20190603	201906	2019	2019.4192											BUS	INVESTOR						BUS			0	0211	021	02	1	3.4	10	1	10	4.25963488843813	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20190603091500	https://www.businessinsider.in/budget-2019-expectations-tax-rebates-and-incentives-for-angel-investments-in-startups/articleshow/69627899.cms
849662094	20190603	201906	2019	2019.4192											BUS	AIRLINE						BUS			0	030	030	03	1	4.0	10	1	10	1.26742712294043	0								4	Reykjavik, (IC10), Iceland	IC	IC10	17529	64.15	-21.95	-2651804	4	Reykjavik, (IC10), Iceland	IC	IC10	17529	64.15	-21.95	-2651804	20190603091500	https://skift.com/2019/06/03/general-atlantic-buys-startup-kiwi-com-in-travel-tech-play-by-private-equity/
849662095	20190603	201906	2019	2019.4192											BUS	BUSINESS						BUS			0	033	033	03	1	5.2	5	1	5	4.35835351089588	0								4	Salford, Salford, United Kingdom	UK	UKL5	40111	53.4833	-2.26667	-2606975	4	Salford, Salford, United Kingdom	UK	UKL5	40111	53.4833	-2.26667	-2606975	20190603091500	https://www.manchestereveningnews.co.uk/business/business-news/new-enterprise-nation-amazon-launch-16367971
849662096	20190603	201906	2019	2019.4192											BUS	PRODUCER						BUS			0	043	043	04	1	2.8	4	2	4	2.75810384319024	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20190603091500	https://www.sfgate.com/entertainment/article/Conecta-Fiction-Sets-Italy-Focus-Launches-Think-13918163.php
849662097	20190603	201906	2019	2019.4192											BUS	PRODUCER						BUS			0	043	043	04	1	2.8	6	2	6	2.75810384319024	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20190603091500	https://www.sfgate.com/entertainment/article/Conecta-Fiction-Sets-Italy-Focus-Launches-Think-13918163.php
849662098	20190603	201906	2019	2019.4192											BUS	COMPANY						BUS			1	046	046	04	1	7.0	4	1	4	0	0								4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	20190603091500	https://www.equitybulls.com/admin/news2006/news_det.asp?id=251805
849662099	20190603	201906	2019	2019.4192											BUS	BUSINESS						BUS			0	051	051	05	1	3.4	5	1	5	4.35835351089588	0								4	Salford, Salford, United Kingdom	UK	UKL5	40111	53.4833	-2.26667	-2606975	4	Salford, Salford, United Kingdom	UK	UKL5	40111	53.4833	-2.26667	-2606975	20190603091500	https://www.manchestereveningnews.co.uk/business/business-news/new-enterprise-nation-amazon-launch-16367971
849662100	20190603	201906	2019	2019.4192											BUS	AIRLINE						BUS			0	071	071	07	2	7.4	6	1	6	1.26742712294043	0								4	Reykjavik, (IC10), Iceland	IC	IC10	17529	64.15	-21.95	-2651804	4	Reykjavik, (IC10), Iceland	IC	IC10	17529	64.15	-21.95	-2651804	20190603091500	https://skift.com/2019/06/03/general-atlantic-buys-startup-kiwi-com-in-travel-tech-play-by-private-equity/
849662101	20190603	201906	2019	2019.4192											BUS	BUSINESS						BUS			1	100	100	10	3	-5.0	6	1	6	1.43487858719647	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20190603091500	https://njbiz.com/forecast-more-sun/
849662102	20190603	201906	2019	2019.4192											BUS	BUSINESS						BUS			0	111	111	11	3	-2.0	5	1	5	4.35835351089588	0								4	Salford, Salford, United Kingdom	UK	UKL5	40111	53.4833	-2.26667	-2606975	4	Salford, Salford, United Kingdom	UK	UKL5	40111	53.4833	-2.26667	-2606975	20190603091500	https://www.manchestereveningnews.co.uk/business/business-news/new-enterprise-nation-amazon-launch-16367971
